3.069662197	8.936130797
2.65883495	7.782198414
0.936414272	7.032219905
3.038784207	8.894082019
0.010440576	6.953941126
2.38464388	8.237737283
3.026238018	6.092716651
0.150732794	9.641097104
3.59686895	8.526342377
3.561269549	6.255677992
7.576411496	3.965213919
4.476151219	5.20300967
8.821995999	3.640918984
1.206326256	3.70940846
1.518843038	5.071274299
2.973895105	3.338877613
3.561559314	3.239554953
7.598128298	4.411355132
6.275487633	2.629791505
5.831199056	3.975454474
5.97278871	1.670971231
3.376238694	1.680498028
8.685990102	4.298481649
5.301404943	5.755242483
3.165087393	0.085637035
6.221145801	7.872940299
2.075413914	1.593773751
6.932525714	9.620108741
8.889698591	9.571489941
8.689378422	6.762234923
