1.818924027	7.856017619
2.326784956	7.611169212
0.626408694	7.806213
3.153717147	9.001842853
4.306103856	9.122679174
1.361992562	8.240554482
3.339477656	7.432190619
3.904392008	6.577830179
1.869674261	9.943179012
0.481688854	9.039713575
0.455096612	8.850411885
4.377735836	6.206959903
2.397374068	6.533781413
2.001879173	7.125964733
3.404310431	9.745901227
1.952516005	9.873127505
4.147041207	6.168800664
3.058244309	8.259039612
5.171606062	9.453820859
3.504324652	9.339907883
1.305277259	7.305651269
5.523927542	8.081608807
1.8479466	9.674448222
1.229708991	9.74626309
2.223808858	7.344953888
0.432152693	9.394150868
0.132410111	8.422194119
1.840409871	8.964278675
3.353594017	6.967719881
2.077084979	9.234891118
2.577437857	6.943277415
5.32258223	7.788004458
5.381614492	9.224693726
5.131805439	8.04203184
2.438234676	9.805619913
3.928868174	8.013011621
2.461792126	7.804441055
0.622240396	9.284814376
2.267816889	9.309794167
4.423681315	8.775873246
4.827984953	2.696859773
8.408546493	3.988871722
9.716621989	0.950792613
2.224618321	6.078771739
1.136112815	0.837611028
8.183341593	4.005333377
3.863687442	1.547772042
4.255478544	3.878066243
0.103794631	1.889297656
4.977337659	1.703934246
1.274868756	6.228844168
4.683665147	3.542950973
2.572148955	1.021498635
8.763608888	2.658307445
2.554243535	3.812285259
4.437426655	4.820014267
2.764934496	2.01385937
4.791231983	4.184637065
9.248798004	0.906826592
3.651027969	2.439199707
4.122783853	5.711523124
7.245533058	0.233306683
3.443425363	4.80272555
2.686760525	3.689157871
1.831922181	5.818496694
1.81549491	3.35359114
9.019279187	2.35023385
6.098939118	1.173575104
2.630618086	1.157232064
5.300718936	4.652161819
0.192659725	6.296698511
3.310127527	1.655528245
0.359214548	2.992334756
6.033513331	2.298175266
7.693946704	2.009111026
3.717862967	2.674145858
9.860922044	0.414733193
7.002533442	1.977604223
8.22445286	4.530200785
2.507323502	0.558139589
9.613901617	8.755777347
8.675817814	1.238129054
6.149369803	1.474964307
8.188326613	2.450924129
9.501671058	3.891747391
8.094822249	6.19531497
9.680702534	0.222938077
4.349647736	5.453526646
6.695380685	1.485794888
6.210631136	5.52391512
7.460970878	0.564202232
6.859365265	4.353070154
7.968683631	3.581818993
7.777063757	6.116331592
6.287693408	0.929013589
1.538718015	0.446331009
1.304646011	0.163908861
7.986602489	8.617009006
8.71009526	1.637692584
3.972801045	3.884039841
2.616093435	0.760053016
7.80778123	1.414000486
4.660578405	3.080688171
8.884431798	2.038529843
5.202920573	6.580372133
9.028627964	0.192082692
1.362757628	0.471512301
8.268464855	1.986474991
7.084339568	9.583559902
3.834584367	4.370927138
3.259419037	0.673182865
6.417053189	8.622653834
2.331308264	0.419023576
6.140287559	6.653989357
5.596873329	4.898078361
9.322370004	5.2360694
3.093592479	1.346761475
4.803388009	0.570877967
7.832268575	2.174080894
8.653348946	3.990157234
